time,price,volume,buy_or_sell,market_or_limit,misc
1527022521.8846,8111.00000,0.04000000,s,m,
1527022522.1571,8111.00000,3.00000000,s,m,
1527022523.4039,8108.10000,0.00696973,s,m,
1527022524.7576,8109.10000,0.01500000,s,l,
1527017292.2167,8172.90000,0.40000000,s,l,
1527022529.9308,8109.10000,0.23500000,s,l,
1527022530.2046,8103.00000,0.00050000,s,l,
1527022531.0434,8109.20000,0.26010000,s,l,
1527022533.5197,8084.00000,0.00000492,s,m,
1527022535.247,8091.60000,0.21460000,b,l,
1527022536.4444,8091.60000,1.12191500,b,l,
1527022537.7065,8091.50000,0.01550000,b,l,
1526989770.4074,8243.40000,0.17927873,b,l,
1527022540.8397,8087.00000,0.32500000,b,l,
1527022543.2788,8085.10000,0.10000000,b,l,
1527022544.2909,8085.10000,1.46650000,b,l,
1527022545.1722,8085.10000,0.16350000,b,l,
1527022548.2472,8080.60000,0.12290000,s,m,
1526955504.0139,8298.70000,4.54000000,b,m,
1527022551.6981,8084.10000,0.02500000,s,m,
1527022552.9802,8079.00000,1.00000000,s,m,
1527022554.4962,8081.40000,0.02473720,b,m,
1526924251.718,8399.90000,0.00923700,s,l,
1527022557.7458,8081.40000,0.02473720,b,m,
1526952401.7491,8309.80000,0.37749395,s,l,
1527022564.8501,8081.30000,0.30000000,s,m,
1526924261.4555,8399.90000,0.00461850,s,l,
1527022567.989,8089.30000,0.25040979,b,l,
1526943824.948,8393.00000,0.00261006,s,m,
1527022571.6597,8081.40000,0.00408330,s,m,
1527022572.7383,8090.50000,0.09465044,b,l,
1526967122.0649,8294.00000,0.00015806,b,l,
1527022575.7869,8094.90000,0.03214131,b,l,
1527022576.1576,8094.90000,0.15254517,b,l,
1527022577.5181,8094.90000,0.00214246,b,l,
1527022578.309,8094.90000,0.17430000,b,l,
1527022579.5314,8094.90000,0.30099967,b,l,
1526957049.416,8307.00000,0.10000000,s,l,
1527022586.8457,8096.40000,0.00390000,s,l,
1526989819.9208,8235.80000,0.00222923,s,l,
1527022588.473,8099.10000,0.02297161,b,l,
1526957054.673,8300.10000,0.50000000,b,l,
1527022592.9025,8098.70000,0.01000000,b,l,
1527022593.6416,8097.40000,0.00232041,s,l,
1527022595.3205,8098.40000,0.60000000,b,l,
1527022596.273,8095.20000,0.50000000,s,m,
1527022598.3527,8107.80000,0.10000000,b,l,
1526961665.0276,8317.30000,3.70708301,b,l,
1526999989.3606,8236.80000,0.09271862,s,m,
1526957066.7819,8300.00000,0.00330000,s,l,
1527018022.9163,8150.00000,0.00620000,b,m,
1527022604.3695,8103.90000,0.11792452,b,m,
1526957070.7828,8297.80000,1.51314259,b,l,
1527022607.6548,8097.40000,0.20000000,s,l,
1526924304.3393,8399.90000,0.01070000,s,l,
1527022609.1829,8097.00000,0.03000000,b,l,
1527022610.7842,8095.50000,0.10000000,b,l,
1527022611.0519,8094.80000,0.04169459,s,m,
1526940632.3805,8382.00000,0.01000000,b,m,
1527006020.7007,8229.60000,0.20000000,b,l,
1527022618.1108,8091.20000,0.03416068,s,m,
1527022619.3186,8093.90000,0.10000000,b,l,
1526926011.7505,8346.00000,0.02690000,s,l,
1526950746.6978,8351.30000,0.02000000,b,l,
1526989854.1467,8235.20000,0.09481038,s,m,
1527022623.373,8096.90000,0.04610812,b,l,
1527022627.8343,8090.30000,0.50000000,s,m,
1526957093.8653,8300.10000,0.50000000,b,l,
1527022631.4984,8094.80000,0.15000000,b,l,
1526957096.4532,8298.70000,0.06076380,b,l,
1527022633.3992,8103.80000,0.09042443,b,m,
1527022635.1171,8091.50000,0.00003698,s,m,
1527022636.233,8094.70000,0.13471024,b,l,
1527022639.2229,8090.60000,0.26090000,s,l,
1526924338.4898,8399.90000,0.07410000,s,l,
1527022644.0652,8094.70000,0.15000000,b,l,
1527022645.9437,8094.50000,0.95000000,s,m,
1526946020.1767,8399.00000,0.01000000,s,m,
1527022648.12,8094.60000,0.74000000,s,l,
1526979834.9342,8250.00000,0.06144698,s,m,
1526924348.4644,8399.90000,0.08000000,s,l,
1527022654.287,8094.50000,0.40476513,s,l,
1526924351.3685,8399.90000,0.00696615,s,l,
1527022658.3948,8094.60000,0.08318330,s,l,
1527022663.9372,8101.70000,0.10000000,b,m,
